,Sub-Metric Code OR Sub-Activity Metric Code,Activity Metric Code,Sector Code,Industry Code,Disclosure Topic Code,Accounting Metric Code,Accounting Metric Category,Accounting Metric Unit of Measure,Sub-Metric Code,Sub-Metric Unit of Measure,variable,value
54845,EM-CM-120a.1b,,EM,EM-CM,EM-CM-120a,EM-CM-120a.1,Quantitative,Metric tons (t),EM-CM-120a.1b,Metric tons (t),MYL7086OO001,242
54846,EM-CM-120a.1c,,EM,EM-CM,EM-CM-120a,EM-CM-120a.1,Quantitative,Metric tons (t),EM-CM-120a.1c,Metric tons (t),MYL7086OO001,707
54847,EM-CM-120a.1d,,EM,EM-CM,EM-CM-120a,EM-CM-120a.1,Quantitative,Metric tons (t),EM-CM-120a.1d,Metric tons (t),MYL7086OO001,111
54848,EM-CM-120a.1e,,EM,EM-CM,EM-CM-120a,EM-CM-120a.1,Quantitative,Metric tons (t),EM-CM-120a.1e,Metric tons (t),MYL7086OO001,154
54849,EM-CM-120a.1f,,EM,EM-CM,EM-CM-120a,EM-CM-120a.1,Quantitative,Metric tons (t),EM-CM-120a.1f,Metric tons (t),MYL7086OO001,934
54850,EM-CM-120a.1g,,EM,EM-CM,EM-CM-120a,EM-CM-120a.1,Quantitative,Metric tons (t),EM-CM-120a.1g,Metric tons (t),MYL7086OO001,9
54851,EM-CM-130a.1a,,EM,EM-CM,EM-CM-130a,EM-CM-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",EM-CM-130a.1a,Gigajoules (GJ),MYL7086OO001,88
54852,EM-CM-130a.1b,,EM,EM-CM,EM-CM-130a,EM-CM-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",EM-CM-130a.1b,Percentage (%),MYL7086OO001,0.86
54853,EM-CM-130a.1c,,EM,EM-CM,EM-CM-130a,EM-CM-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",EM-CM-130a.1c,Percentage (%),MYL7086OO001,0.01
54854,EM-CM-130a.1d,,EM,EM-CM,EM-CM-130a,EM-CM-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",EM-CM-130a.1d,Percentage (%),MYL7086OO001,0.49
54855,EM-CM-140a.1a,,EM,EM-CM,EM-CM-140a,EM-CM-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",EM-CM-140a.1a,"Thousand cubic meters (m3), Percentage (%)",MYL7086OO001,0.78
54856,EM-CM-140a.1b,,EM,EM-CM,EM-CM-140a,EM-CM-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",EM-CM-140a.1b,Percentage (%),MYL7086OO001,0
54857,EM-CM-140a.1c,,EM,EM-CM,EM-CM-140a,EM-CM-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",EM-CM-140a.1c,Percentage (%),MYL7086OO001,0.77
54858,EM-CM-150a.1a,,EM,EM-CM,EM-CM-150a,EM-CM-150a.1,Quantitative,"Metric tons (t), Percentage (%)",EM-CM-150a.1a,Metric tons (t),MYL7086OO001,670
54859,EM-CM-150a.1b,,EM,EM-CM,EM-CM-150a,EM-CM-150a.1,Quantitative,"Metric tons (t), Percentage (%)",EM-CM-150a.1b,Percentage (%),MYL7086OO001,0.61
54860,EM-CM-150a.1c,,EM,EM-CM,EM-CM-150a,EM-CM-150a.1,Quantitative,"Metric tons (t), Percentage (%)",EM-CM-150a.1c,Percentage (%),MYL7086OO001,0.65
54861,EM-CM-160a.1a,,EM,EM-CM,EM-CM-160a,EM-CM-160a.1,Discussion and Analysis,,EM-CM-160a.1a,,MYL7086OO001,TEXT
54862,EM-CM-160a.2a,,EM,EM-CM,EM-CM-160a,EM-CM-160a.2,Quantitative,"Acres (ac), Percentage (%)",EM-CM-160a.2a,Acres,MYL7086OO001,691
54863,EM-CM-160a.2b,,EM,EM-CM,EM-CM-160a,EM-CM-160a.2,Quantitative,"Acres (ac), Percentage (%)",EM-CM-160a.2b,Percentage (%),MYL7086OO001,0.75
54864,EM-CM-320a.1a,,EM,EM-CM,EM-CM-320a,EM-CM-320a.1,Quantitative,Rate,EM-CM-320a.1a,Rate,MYL7086OO001,97
54865,EM-CM-320a.1b,,EM,EM-CM,EM-CM-320a,EM-CM-320a.1,Quantitative,Rate,EM-CM-320a.1b,Rate,MYL7086OO001,543
54866,EM-CM-320a.1c,,EM,EM-CM,EM-CM-320a,EM-CM-320a.1,Quantitative,Rate,EM-CM-320a.1c,Rate,MYL7086OO001,188
54867,EM-CM-320a.1d,,EM,EM-CM,EM-CM-320a,EM-CM-320a.1,Quantitative,Rate,EM-CM-320a.1d,Rate,MYL7086OO001,273
54868,EM-CM-320a.2a,,EM,EM-CM,EM-CM-320a,EM-CM-320a.2,Quantitative,Number,EM-CM-320a.2a,Number,MYL7086OO001,293
54869,EM-CM-320a.2b,,EM,EM-CM,EM-CM-320a,EM-CM-320a.2,Quantitative,Number,EM-CM-320a.2b,,MYL7086OO001,TEXT
54870,EM-CM-410a.1a,,EM,EM-CM,EM-CM-410a,EM-CM-410a.1,Quantitative,Percentage (%) by annual sales revenue,EM-CM-410a.1a,Percentage (%) by annual sales revenue,MYL7086OO001,0.91
54871,EM-CM-410a.2a,,EM,EM-CM,EM-CM-410a,EM-CM-410a.2,Quantitative,"Reporting currency, Percentage (%)",EM-CM-410a.2a,Reporting currency,MYL7086OO001,798
54872,EM-CM-410a.2b,,EM,EM-CM,EM-CM-410a,EM-CM-410a.2,Quantitative,"Reporting currency, Percentage (%)",EM-CM-410a.2b,Percentage (%),MYL7086OO001,0.83
54873,EM-CM-520a.1a,,EM,EM-CM,EM-CM-520a,EM-CM-520a.1,Quantitative,Reporting currency,EM-CM-520a.1a,Reporting currency,MYL7086OO001,469
54874,EM-CM-520a.1b,,EM,EM-CM,EM-CM-520a,EM-CM-520a.1,Quantitative,Reporting currency,EM-CM-520a.1b,Reporting currency,MYL7086OO001,337
54875,EM-CM-520a.1c,,EM,EM-CM,EM-CM-520a,EM-CM-520a.1,Quantitative,Reporting currency,EM-CM-520a.1c,Reporting currency,MYL7086OO001,533
54876,EM-CM-520a.1d,,EM,EM-CM,EM-CM-520a,EM-CM-520a.1,Quantitative,Reporting currency,EM-CM-520a.1d,,MYL7086OO001,TEXT
58470,FN-CF-000.Aa,,FN,FN-CF,FN-CF-000.A,,Quantitative,Number,FN-CF-000.Aa,Number,GB00B3X7DR65,281
58471,FN-CF-000.Ab,,FN,FN-CF,FN-CF-000.A,,Quantitative,Number,FN-CF-000.Ab,Number,GB00B3X7DR65,677
58472,FN-CF-000.Ac,,FN,FN-CF,FN-CF-000.A,,Quantitative,Number,FN-CF-000.Ac,Number,GB00B3X7DR65,959
58473,FN-CF-000.Ba,,FN,FN-CF,FN-CF-000.B,,Quantitative,Number,FN-CF-000.Ba,Number,GB00B3X7DR65,334
58474,FN-CF-000.Bb,,FN,FN-CF,FN-CF-000.B,,Quantitative,Number,FN-CF-000.Bb,Number,GB00B3X7DR65,235
58475,FN-CF-220a.1a,,FN,FN-CF,FN-CF-220a,FN-CF-220a.1,Quantitative,Number,FN-CF-220a.1a,Number,GB00B3X7DR65,469
58476,FN-CF-220a.1b,,FN,FN-CF,FN-CF-220a,FN-CF-220a.1,Quantitative,Number,FN-CF-220a.1b,Percentage (%),GB00B3X7DR65,0.36
58477,FN-CF-220a.1c,,FN,FN-CF,FN-CF-220a,FN-CF-220a.1,Quantitative,Number,FN-CF-220a.1c,,GB00B3X7DR65,TEXT
58478,FN-CF-220a.2a,,FN,FN-CF,FN-CF-220a,FN-CF-220a.2,Quantitative,Reporting currency,FN-CF-220a.2a,Reporting currency,GB00B3X7DR65,229
58479,FN-CF-220a.2b,,FN,FN-CF,FN-CF-220a,FN-CF-220a.2,Quantitative,Reporting currency,FN-CF-220a.2b,,GB00B3X7DR65,TEXT
58480,FN-CF-230a.1a,,FN,FN-CF,FN-CF-230a,FN-CF-230a.1,Quantitative,"Number, Percentage (%)",FN-CF-230a.1a,Number,GB00B3X7DR65,925
58481,FN-CF-230a.1b,,FN,FN-CF,FN-CF-230a,FN-CF-230a.1,Quantitative,"Number, Percentage (%)",FN-CF-230a.1b,Percentage (%),GB00B3X7DR65,0.48
58482,FN-CF-230a.1c,,FN,FN-CF,FN-CF-230a,FN-CF-230a.1,Quantitative,"Number, Percentage (%)",FN-CF-230a.1c,Number ,GB00B3X7DR65,538
58483,FN-CF-230a.1d,,FN,FN-CF,FN-CF-230a,FN-CF-230a.1,Quantitative,"Number, Percentage (%)",FN-CF-230a.1d,,GB00B3X7DR65,TEXT
58484,FN-CF-230a.2a,,FN,FN-CF,FN-CF-230a,FN-CF-230a.2,Quantitative,Reporting currency,FN-CF-230a.2a,Reporting currency,GB00B3X7DR65,526
58485,FN-CF-230a.2b,,FN,FN-CF,FN-CF-230a,FN-CF-230a.2,Quantitative,Reporting currency,FN-CF-230a.2b,Reporting currency,GB00B3X7DR65,262
58486,FN-CF-230a.3a,,FN,FN-CF,FN-CF-230a,FN-CF-230a.3,Discussion and Analysis,,FN-CF-230a.3a,,GB00B3X7DR65,TEXT
58487,FN-CF-270a.1a,,FN,FN-CF,FN-CF-270a,FN-CF-270a.1,Quantitative,Percentage (%),FN-CF-270a.1a,Percentage (%),GB00B3X7DR65,0.08
58488,FN-CF-270a.1b,,FN,FN-CF,FN-CF-270a,FN-CF-270a.1,Quantitative,Percentage (%),FN-CF-270a.1b,,GB00B3X7DR65,TEXT
58489,FN-CF-270a.2a,,FN,FN-CF,FN-CF-270a,FN-CF-270a.2,Quantitative,Percentage (%),FN-CF-270a.2a,Percentage (%),GB00B3X7DR65,0.12
58490,FN-CF-270a.2b,,FN,FN-CF,FN-CF-270a,FN-CF-270a.2,Quantitative,Percentage (%),FN-CF-270a.2b,Percentage (%),GB00B3X7DR65,0.09
58491,FN-CF-270a.2c,,FN,FN-CF,FN-CF-270a,FN-CF-270a.2,Quantitative,Percentage (%),FN-CF-270a.2c,Percentage (%),GB00B3X7DR65,0.15
58492,FN-CF-270a.2d,,FN,FN-CF,FN-CF-270a,FN-CF-270a.2,Quantitative,Percentage (%),FN-CF-270a.2d,Percentage (%),GB00B3X7DR65,0.56
58493,FN-CF-270a.2e,,FN,FN-CF,FN-CF-270a,FN-CF-270a.2,Quantitative,Percentage (%),FN-CF-270a.2e,,GB00B3X7DR65,TEXT
58494,FN-CF-270a.3a,,FN,FN-CF,FN-CF-270a,FN-CF-270a.3,Quantitative,"Reporting currency, Percentage (%), Months, Number, Reporting currency",FN-CF-270a.3a,Reporting currency,GB00B3X7DR65,352
58495,FN-CF-270a.3b,,FN,FN-CF,FN-CF-270a,FN-CF-270a.3,Quantitative,"Reporting currency, Percentage (%), Months, Number, Reporting currency",FN-CF-270a.3b,Reporting currency,GB00B3X7DR65,734
58496,FN-CF-270a.3c,,FN,FN-CF,FN-CF-270a,FN-CF-270a.3,Quantitative,"Reporting currency, Percentage (%), Months, Number, Reporting currency",FN-CF-270a.3c,Percentage (%),GB00B3X7DR65,0.96
58497,FN-CF-270a.3d,,FN,FN-CF,FN-CF-270a,FN-CF-270a.3,Quantitative,"Reporting currency, Percentage (%), Months, Number, Reporting currency",FN-CF-270a.3d,Percentage (%),GB00B3X7DR65,0.01
58498,FN-CF-270a.3e,,FN,FN-CF,FN-CF-270a,FN-CF-270a.3,Quantitative,"Reporting currency, Percentage (%), Months, Number, Reporting currency",FN-CF-270a.3e,Years,GB00B3X7DR65,752
58499,FN-CF-270a.3f,,FN,FN-CF,FN-CF-270a,FN-CF-270a.3,Quantitative,"Reporting currency, Percentage (%), Months, Number, Reporting currency",FN-CF-270a.3f,Years,GB00B3X7DR65,607
58500,FN-CF-270a.3g,,FN,FN-CF,FN-CF-270a,FN-CF-270a.3,Quantitative,"Reporting currency, Percentage (%), Months, Number, Reporting currency",FN-CF-270a.3g,Number,GB00B3X7DR65,660
58501,FN-CF-270a.3h,,FN,FN-CF,FN-CF-270a,FN-CF-270a.3,Quantitative,"Reporting currency, Percentage (%), Months, Number, Reporting currency",FN-CF-270a.3h,Number,GB00B3X7DR65,534
58502,FN-CF-270a.3i,,FN,FN-CF,FN-CF-270a,FN-CF-270a.3,Quantitative,"Reporting currency, Percentage (%), Months, Number, Reporting currency",FN-CF-270a.3i,Reporting currency,GB00B3X7DR65,522
58503,FN-CF-270a.3j,,FN,FN-CF,FN-CF-270a,FN-CF-270a.3,Quantitative,"Reporting currency, Percentage (%), Months, Number, Reporting currency",FN-CF-270a.3j,Reporting currency,GB00B3X7DR65,752
58504,FN-CF-270a.4a,,FN,FN-CF,FN-CF-270a,FN-CF-270a.4,Quantitative,"Number, Percentage (%)",FN-CF-270a.4a,Number,GB00B3X7DR65,755
58505,FN-CF-270a.4b,,FN,FN-CF,FN-CF-270a,FN-CF-270a.4,Quantitative,"Number, Percentage (%)",FN-CF-270a.4b,Percentage (%),GB00B3X7DR65,0.45
58506,FN-CF-270a.4c,,FN,FN-CF,FN-CF-270a,FN-CF-270a.4,Quantitative,"Number, Percentage (%)",FN-CF-270a.4c,Percentage (%),GB00B3X7DR65,0.47
58507,FN-CF-270a.4d,,FN,FN-CF,FN-CF-270a,FN-CF-270a.4,Quantitative,"Number, Percentage (%)",FN-CF-270a.4d,Percentage (%),GB00B3X7DR65,0.32
58508,FN-CF-270a.5a,,FN,FN-CF,FN-CF-270a,FN-CF-270a.5,Quantitative,Reporting currency,FN-CF-270a.5a,Reporting currency,GB00B3X7DR65,642
58509,FN-CF-270a.5b,,FN,FN-CF,FN-CF-270a,FN-CF-270a.5,Quantitative,Reporting currency,FN-CF-270a.5b,,GB00B3X7DR65,TEXT
62487,RT-CP-000.Aa,,RT,RT-CP,RT-CP-000.A,,Quantitative,Metric tons (t),RT-CP-000.Aa,Metric tons (t),US88579Y1010,540
62488,RT-CP-000.Ba,,RT,RT-CP,RT-CP-000.B,,Quantitative,Percentage (%) by revenue,RT-CP-000.Ba,Percentage (%) by revenue,US88579Y1010,0.85
62489,RT-CP-000.Bb,,RT,RT-CP,RT-CP-000.B,,Quantitative,Percentage (%) by revenue,RT-CP-000.Bb,Percentage (%) by revenue,US88579Y1010,0.51
62490,RT-CP-000.Bc,,RT,RT-CP,RT-CP-000.B,,Quantitative,Percentage (%) by revenue,RT-CP-000.Bc,Percentage (%) by revenue,US88579Y1010,0.83
62491,RT-CP-000.Bd,,RT,RT-CP,RT-CP-000.B,,Quantitative,Percentage (%) by revenue,RT-CP-000.Bd,Percentage (%) by revenue,US88579Y1010,0.97
62492,RT-CP-000.Ca,,RT,RT-CP,RT-CP-000.C,,Quantitative,Number,RT-CP-000.Ca,Number,US88579Y1010,367
62493,RT-CP-110a.1a,,RT,RT-CP,RT-CP-110a,RT-CP-110a.1,Quantitative,"Metric tons (t) CO₂-e, Percentage (%)",RT-CP-110a.1a,Metric tons (t) CO₂-e,US88579Y1010,325
62494,RT-CP-110a.1b,,RT,RT-CP,RT-CP-110a,RT-CP-110a.1,Quantitative,"Metric tons (t) CO₂-e, Percentage (%)",RT-CP-110a.1b,Percentage (%),US88579Y1010,0.39
62495,RT-CP-110a.2a,,RT,RT-CP,RT-CP-110a,RT-CP-110a.2,Discussion and Analysis,,RT-CP-110a.2a,,US88579Y1010,TEXT
62496,RT-CP-120a.1a,,RT,RT-CP,RT-CP-120a,RT-CP-120a.1,Quantitative,Metric tons (t),RT-CP-120a.1a,Metric tons (t),US88579Y1010,536
62497,RT-CP-120a.1b,,RT,RT-CP,RT-CP-120a,RT-CP-120a.1,Quantitative,Metric tons (t),RT-CP-120a.1b,Metric tons (t),US88579Y1010,628
62498,RT-CP-120a.1c,,RT,RT-CP,RT-CP-120a,RT-CP-120a.1,Quantitative,Metric tons (t),RT-CP-120a.1c,Metric tons (t),US88579Y1010,449
62499,RT-CP-120a.1d,,RT,RT-CP,RT-CP-120a,RT-CP-120a.1,Quantitative,Metric tons (t),RT-CP-120a.1d,Metric tons (t),US88579Y1010,831
62500,RT-CP-130a.1a,,RT,RT-CP,RT-CP-130a,RT-CP-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",RT-CP-130a.1a,Gigajoules (GJ),US88579Y1010,19
62501,RT-CP-130a.1b,,RT,RT-CP,RT-CP-130a,RT-CP-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",RT-CP-130a.1b,Gigajoules (GJ),US88579Y1010,251
62502,RT-CP-130a.1c,,RT,RT-CP,RT-CP-130a,RT-CP-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",RT-CP-130a.1c,Percentage (%),US88579Y1010,0.91
62503,RT-CP-130a.1d,,RT,RT-CP,RT-CP-130a,RT-CP-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",RT-CP-130a.1d,Percentage (%),US88579Y1010,0.9
62504,RT-CP-130a.1e,,RT,RT-CP,RT-CP-130a,RT-CP-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",RT-CP-130a.1e,,US88579Y1010,TEXT
62505,RT-CP-140a.1a,,RT,RT-CP,RT-CP-140a,RT-CP-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",RT-CP-140a.1a,Thousand cubic meters (m³),US88579Y1010,665
62506,RT-CP-140a.1b,,RT,RT-CP,RT-CP-140a,RT-CP-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",RT-CP-140a.1b,Thousand cubic meters (m³),US88579Y1010,584
62507,RT-CP-140a.1c,,RT,RT-CP,RT-CP-140a,RT-CP-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",RT-CP-140a.1c,Percentage (%),US88579Y1010,0.98
62508,RT-CP-140a.1d,,RT,RT-CP,RT-CP-140a,RT-CP-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",RT-CP-140a.1d,Percentage (%),US88579Y1010,0.4
62509,RT-CP-140a.2a,,RT,RT-CP,RT-CP-140a,RT-CP-140a.2,Quantitative,Number,RT-CP-140a.2a,,US88579Y1010,TEXT
62510,RT-CP-140a.2b,,RT,RT-CP,RT-CP-140a,RT-CP-140a.2,Quantitative,Number,RT-CP-140a.2b,,US88579Y1010,TEXT
62511,RT-CP-140a.2c,,RT,RT-CP,RT-CP-140a,RT-CP-140a.2,Quantitative,Number,RT-CP-140a.2c,,US88579Y1010,TEXT
62512,RT-CP-140a.3a,,RT,RT-CP,RT-CP-140a,RT-CP-140a.3,Quantitative,Number,RT-CP-140a.3a,Quantitative,US88579Y1010,328
62513,RT-CP-140a.3b,,RT,RT-CP,RT-CP-140a,RT-CP-140a.3,Quantitative,Number,RT-CP-140a.3b,Quantitative,US88579Y1010,402
62514,RT-CP-140a.3c,,RT,RT-CP,RT-CP-140a,RT-CP-140a.3,Quantitative,Number,RT-CP-140a.3c,Quantitative,US88579Y1010,488
62515,RT-CP-150a.1a,,RT,RT-CP,RT-CP-150a,RT-CP-150a.1,Quantitative,"Metric tons (t), Percentage (%)",RT-CP-150a.1a,Metric tons (t),US88579Y1010,764
62516,RT-CP-150a.1b,,RT,RT-CP,RT-CP-150a,RT-CP-150a.1,Quantitative,"Metric tons (t), Percentage (%)",RT-CP-150a.1b,Percentage (%),US88579Y1010,0.01
62517,RT-CP-150a.1c,,RT,RT-CP,RT-CP-150a,RT-CP-150a.1,Quantitative,"Metric tons (t), Percentage (%)",RT-CP-150a.1c,,US88579Y1010,TEXT
62518,RT-CP-250a.1a,,RT,RT-CP,RT-CP-250a,RT-CP-250a.1,Quantitative,Number,RT-CP-250a.1a,Number,US88579Y1010,833
62519,RT-CP-250a.1b,,RT,RT-CP,RT-CP-250a,RT-CP-250a.1,Quantitative,Number,RT-CP-250a.1b,Number,US88579Y1010,437
62520,RT-CP-250a.1c,,RT,RT-CP,RT-CP-250a,RT-CP-250a.1,Quantitative,Number,RT-CP-250a.1c,,US88579Y1010,TEXT
62521,RT-CP-250a.2a,,RT,RT-CP,RT-CP-250a,RT-CP-250a.2,Discussion and Analysis,,RT-CP-250a.2a,,US88579Y1010,TEXT
62522,RT-CP-410a.1a,,RT,RT-CP,RT-CP-410a,RT-CP-410a.1,Quantitative,Percentage (%) by weight,RT-CP-410a.1a,Percentage (%) by weight,US88579Y1010,0.16
62523,RT-CP-410a.1b,,RT,RT-CP,RT-CP-410a,RT-CP-410a.1,Quantitative,Percentage (%) by weight,RT-CP-410a.1b,Percentage (%) by weight,US88579Y1010,0.97
62524,RT-CP-410a.1c,,RT,RT-CP,RT-CP-410a,RT-CP-410a.1,Quantitative,Percentage (%) by weight,RT-CP-410a.1c,Percentage (%) by weight,US88579Y1010,0.46
62525,RT-CP-410a.2a,,RT,RT-CP,RT-CP-410a,RT-CP-410a.2,Quantitative,Reporting currency,RT-CP-410a.2a,Reporting currency,US88579Y1010,631
62526,RT-CP-410a.2b,,RT,RT-CP,RT-CP-410a,RT-CP-410a.2,Quantitative,Reporting currency,RT-CP-410a.2b,Reporting currency,US88579Y1010,212
62527,RT-CP-410a.2c,,RT,RT-CP,RT-CP-410a,RT-CP-410a.2,Quantitative,Reporting currency,RT-CP-410a.2c,Reporting currency,US88579Y1010,710
62528,RT-CP-410a.3a,,RT,RT-CP,RT-CP-410a,RT-CP-410a.3,Discussion and Analysis,,RT-CP-410a.3a,,US88579Y1010,TEXT
62529,RT-CP-430a.1a,,RT,RT-CP,RT-CP-430a,RT-CP-430a.1,Quantitative,"Metric tons (t), Percentage (%)",RT-CP-430a.1a,Metric tons (t),US88579Y1010,532
62530,RT-CP-430a.1b,,RT,RT-CP,RT-CP-430a,RT-CP-430a.1,Quantitative,"Metric tons (t), Percentage (%)",RT-CP-430a.1b,Percentage (%) ,US88579Y1010,0.46
62531,RT-CP-430a.2a,,RT,RT-CP,RT-CP-430a,RT-CP-430a.2,Quantitative,"Metric tons (t), Percentage (%)",RT-CP-430a.2a,Metric tons (t),US88579Y1010,4
62532,RT-CP-430a.2b,,RT,RT-CP,RT-CP-430a,RT-CP-430a.2,Quantitative,"Metric tons (t), Percentage (%)",RT-CP-430a.2b,Percentage (%) by weight,US88579Y1010,0.3
66034,TR-CL-000.Aa,,TR,TR-CL,TR-CL-000.A,,Quantitative,ALB-KM,TR-CL-000.Aa,ALB-KM,GB00B24CH603,176
66035,TR-CL-000.Ba,,TR,TR-CL,TR-CL-000.B,,Quantitative,APCD,TR-CL-000.Ba,APCD,GB00B24CH603,454
66036,TR-CL-000.Ca,,TR,TR-CL,TR-CL-000.C,,Quantitative,Number,TR-CL-000.Ca,Number,GB00B24CH603,158
66037,TR-CL-000.Da,,TR,TR-CL,TR-CL-000.D,,Quantitative,Number,TR-CL-000.Da,Number,GB00B24CH603,937
66038,TR-CL-000.Ea,,TR,TR-CL,TR-CL-000.E,,Quantitative,Number,TR-CL-000.Ea,Number,GB00B24CH603,379
66039,TR-CL-110a.1a,,TR,TR-CL,TR-CL-110a,TR-CL-110a.1,Quantitative,Metric tons (t) CO₂-e,TR-CL-110a.1a,Metric tons (t) CO₂-e,GB00B24CH603,608
66040,TR-CL-110a.2a,,TR,TR-CL,TR-CL-110a,TR-CL-110a.2,Discussion and Analysis,,TR-CL-110a.2a,,GB00B24CH603,TEXT
66041,TR-CL-110a.3a,,TR,TR-CL,TR-CL-110a,TR-CL-110a.3,Quantitative,"Gigajoules (GJ), Percentage (%)",TR-CL-110a.3a,Gigajoules (GJ),GB00B24CH603,149
66042,TR-CL-110a.3b,,TR,TR-CL,TR-CL-110a,TR-CL-110a.3,Quantitative,"Gigajoules (GJ), Percentage (%)",TR-CL-110a.3b,Percentage (%),GB00B24CH603,0.73
66043,TR-CL-110a.3c,,TR,TR-CL,TR-CL-110a,TR-CL-110a.3,Quantitative,"Gigajoules (GJ), Percentage (%)",TR-CL-110a.3c,Percentage (%),GB00B24CH603,1
66044,TR-CL-110a.3d,,TR,TR-CL,TR-CL-110a,TR-CL-110a.3,Quantitative,"Gigajoules (GJ), Percentage (%)",TR-CL-110a.3d,Percentage (%),GB00B24CH603,0.36
66045,TR-CL-110a.4a,,TR,TR-CL,TR-CL-110a,TR-CL-110a.4,Quantitative,Grams of CO₂ per ton-nautical mile,TR-CL-110a.4a,Grams of CO₂ per ton-nautical mile,GB00B24CH603,360
66046,TR-CL-120a.1a,,TR,TR-CL,TR-CL-120a,TR-CL-120a.1,Quantitative,Metric tons (t),TR-CL-120a.1a,Metric tons (t),GB00B24CH603,736
66047,TR-CL-120a.1b,,TR,TR-CL,TR-CL-120a,TR-CL-120a.1,Quantitative,Metric tons (t),TR-CL-120a.1b,Metric tons (t),GB00B24CH603,875
66048,TR-CL-120a.1c,,TR,TR-CL,TR-CL-120a,TR-CL-120a.1,Quantitative,Metric tons (t),TR-CL-120a.1c,Metric tons (t),GB00B24CH603,630
66049,TR-CL-160a.1a,,TR,TR-CL,TR-CL-160a,TR-CL-160a.1,Quantitative,"Metric tons (t), Percentage (%)",TR-CL-160a.1a,Metric tons (t),GB00B24CH603,124
66050,TR-CL-160a.1b,,TR,TR-CL,TR-CL-160a,TR-CL-160a.1,Quantitative,"Metric tons (t), Percentage (%)",TR-CL-160a.1b,Percentage (%),GB00B24CH603,0.35
66051,TR-CL-160a.2a,,TR,TR-CL,TR-CL-160a,TR-CL-160a.2,Quantitative,Percentage (%),TR-CL-160a.2a,Percentage (%),GB00B24CH603,0.82
66052,TR-CL-160a.2b,,TR,TR-CL,TR-CL-160a,TR-CL-160a.2,Quantitative,Percentage (%),TR-CL-160a.2b,Percentage (%),GB00B24CH603,0.4
66053,TR-CL-160a.3a,,TR,TR-CL,TR-CL-160a,TR-CL-160a.3,Quantitative,Number of travel days,TR-CL-160a.3a,Number of travel days,GB00B24CH603,318
66054,TR-CL-160a.4a,,TR,TR-CL,TR-CL-160a,TR-CL-160a.4,Quantitative,Number,TR-CL-160a.4a,Number,GB00B24CH603,848
66055,TR-CL-160a.4b,,TR,TR-CL,TR-CL-160a,TR-CL-160a.4,Quantitative,Number,TR-CL-160a.4b,,GB00B24CH603,TEXT
66056,TR-CL-250a.1a,,TR,TR-CL,TR-CL-250a,TR-CL-250a.1,Quantitative,Number,TR-CL-250a.1a,Number,GB00B24CH603,521
66057,TR-CL-250a.2a,,TR,TR-CL,TR-CL-250a,TR-CL-250a.2,Quantitative,"Number, Percentage (%)",TR-CL-250a.2a,Number,GB00B24CH603,526
66058,TR-CL-250a.2b,,TR,TR-CL,TR-CL-250a,TR-CL-250a.2,Quantitative,"Number, Percentage (%)",TR-CL-250a.2b,Percentage (%),GB00B24CH603,0.81
66059,TR-CL-250a.3a,,TR,TR-CL,TR-CL-250a,TR-CL-250a.3,Quantitative,"Rate, Number",TR-CL-250a.3a,Rate,GB00B24CH603,546
66060,TR-CL-250a.3b,,TR,TR-CL,TR-CL-250a,TR-CL-250a.3,Quantitative,"Rate, Number",TR-CL-250a.3b,Number,GB00B24CH603,778
66061,TR-CL-310a.1a,,TR,TR-CL,TR-CL-310a,TR-CL-310a.1,Quantitative,Reporting currency,TR-CL-310a.1a,Reporting currency,GB00B24CH603,981
66062,TR-CL-310a.2a,,TR,TR-CL,TR-CL-310a,TR-CL-310a.2,Quantitative,Percentage (%),TR-CL-310a.2a,Percentage (%),GB00B24CH603,0.48
66063,TR-CL-310a.3a,,TR,TR-CL,TR-CL-310a,TR-CL-310a.3,Quantitative,Percentage (%),TR-CL-310a.3a,Percentage (%),GB00B24CH603,0.8
66064,TR-CL-310a.4a,,TR,TR-CL,TR-CL-310a,TR-CL-310a.4,Quantitative,Reporting currency,TR-CL-310a.4a,Reporting currency,GB00B24CH603,577
66065,TR-CL-310a.4b,,TR,TR-CL,TR-CL-310a,TR-CL-310a.4,Quantitative,Reporting currency,TR-CL-310a.4b,,GB00B24CH603,TEXT
